hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,1,65,2016,10,44,24,2,5,2,1.0,0,0,59,3,1,0,0,0,3,3,0,0,0,2,76.2,0.0,0.0,0,541
1,1,43,2016,10,44,24,2,5,2,0.0,0,0,47,3,1,0,0,0,3,3,0,0,0,2,63.0,0.0,1.0,0,583
1,1,8,2016,10,44,25,0,1,1,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,40.0,0.0,0.0,2,598
1,1,0,2016,10,44,25,0,1,1,0.0,0,0,103,2,0,0,0,0,0,0,0,0,0,2,42.0,0.0,0.0,0,598
1,0,0,2016,10,44,25,0,1,1,0.0,0,0,103,2,0,0,0,0,0,0,0,0,0,2,48.0,0.0,0.0,1,599
1,1,20,2016,10,44,25,0,4,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,92.5,0.0,0.0,0,578
1,1,70,2016,10,44,25,0,5,2,2.0,0,2,47,6,3,0,0,0,6,6,0,0,0,2,166.0,0.0,0.0,0,529
1,1,51,2016,10,44,25,0,5,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,90.0,0.0,2.0,0,548
1,1,86,2016,10,44,25,2,7,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,59.16,0.0,1.0,0,551
1,1,138,2016,10,44,25,2,7,3,1.0,0,2,46,6,3,0,0,0,7,7,0,0,0,2,161.67,0.0,0.0,0,530
1,0,7,2016,10,44,26,0,1,1,0.0,0,0,103,2,0,0,0,0,0,0,0,0,0,3,63.0,0.0,0.0,1,600
1,1,0,2016,10,44,26,0,2,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,70.0,0.0,0.0,0,599
1,1,42,2016,10,44,26,0,3,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,60.0,0.0,1.0,0,558
1,1,65,2016,10,44,26,0,4,2,0.0,0,2,41,6,3,0,0,0,3,3,0,0,0,2,98.0,0.0,2.0,0,578
1,1,153,2016,10,44,26,2,5,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,45.86,0.0,0.0,0,450
1,1,78,2016,10,44,26,2,5,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,59.66,0.0,1.0,0,523
1,1,213,2016,10,44,26,2,5,2,0.0,0,2,46,6,3,0,0,0,3,3,0,0,0,2,79.84,0.0,0.0,0,537
1,1,79,2016,10,44,26,2,5,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,46.51,0.0,1.0,0,599
1,1,43,2016,10,44,26,2,5,2,0.0,0,0,66,6,3,0,0,0,3,3,0,0,0,2,70.0,0.0,0.0,0,558
1,1,188,2016,10,44,26,2,6,2,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,37.2,0.0,0.0,0,501
1,1,79,2016,10,44,26,2,6,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,2,58.05,0.0,3.0,0,542
1,1,54,2016,10,44,26,2,6,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,2,74.04,0.0,0.0,0,545
1,1,0,2016,10,44,27,0,1,1,0.0,0,0,10,6,3,0,0,0,0,0,0,0,0,3,52.8,0.0,0.0,0,600
1,1,8,2016,10,44,27,0,1,1,0.0,0,0,103,2,0,0,0,0,0,0,0,0,0,2,50.0,0.0,0.0,0,597
1,1,0,2016,10,44,27,0,2,2,0.0,0,0,46,6,3,0,0,0,0,0,0,0,0,2,75.0,0.0,0.0,0,600
1,1,142,2016,10,44,27,0,3,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,78.0,0.0,0.0,0,513
1,1,87,2016,10,44,27,0,3,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,58.0,0.0,0.0,0,590
1,1,248,2016,10,44,27,0,3,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,70.0,0.0,1.0,0,535
1,1,24,2016,10,44,27,0,3,2,0.0,0,0,64,6,3,0,0,0,0,0,0,0,0,2,70.0,0.0,1.0,0,582
1,1,87,2016,10,44,27,0,3,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,58.0,0.0,0.0,0,589
1,1,31,2016,10,44,27,0,3,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,75.0,0.0,2.0,0,588
1,1,121,2016,10,44,27,1,3,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,0,2,54.0,0.0,0.0,0,492
1,1,53,2016,10,44,27,1,3,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,70.75,0.0,3.0,0,576
1,1,20,2016,10,44,27,2,3,2,0.0,0,0,46,6,3,0,0,0,3,3,0,0,0,2,88.0,0.0,1.0,0,585
1,1,69,2016,10,44,27,2,4,3,1.0,0,0,59,6,3,0,0,0,7,7,0,0,0,2,116.0,0.0,0.0,0,542
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,8,0,0,2,53.79,0.0,1.0,0,506
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,3,0,0,2,55.25,0.0,1.0,0,506
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,4,0,0,2,55.25,0.0,1.0,0,506
1,1,117,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,3,55.43,0.0,0.0,0,483
1,1,117,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,4,4,5,0,0,3,66.02,0.0,0.0,0,506
1,1,117,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,4,4,4,0,0,3,66.02,0.0,0.0,0,506
1,1,181,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,8,0,0,3,55.25,0.0,1.0,0,506
1,1,177,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,7,0,0,3,55.25,0.0,0.0,0,506
1,1,181,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,6,0,0,3,55.25,0.0,1.0,0,506
1,1,96,2016,10,44,27,2,5,1,0.0,0,0,59,6,3,0,0,0,4,4,0,0,0,3,66.02,0.0,0.0,0,506
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,10,0,0,2,53.79,0.0,1.0,0,506
1,1,66,2016,10,44,27,2,5,2,0.0,0,0,106,6,3,0,0,0,4,4,0,0,0,2,68.49,0.0,0.0,0,571
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,16,0,0,2,46.88,0.0,1.0,0,506
1,1,206,2016,10,44,27,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,7,0,0,2,55.25,0.0,1.0,0,506
1,1,206,2016,10,44,27,2,5,1,0.0,0,0,59,6,3,0,0,0,4,4,3,0,0,3,65.43,0.0,1.0,0,419
1,1,3,2016,10,44,28,0,1,1,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,36.0,0.0,0.0,0,599
1,1,0,2016,10,44,28,0,1,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,73.0,0.0,0.0,0,601
1,1,79,2016,10,44,28,0,1,2,0.0,0,0,103,1,3,0,0,0,5,5,0,0,0,2,0.0,0.0,1.0,0,600
1,1,179,2016,10,44,28,0,1,2,0.0,0,0,33,6,3,0,0,0,0,2,1,0,0,2,48.0,0.0,1.0,0,586
1,1,120,2016,10,44,28,0,1,2,0.0,0,0,117,6,3,0,0,0,3,3,0,0,0,2,68.0,0.0,0.0,0,481
1,0,14,2016,10,44,28,0,2,3,0.0,0,0,103,3,1,0,0,0,0,0,2,0,0,2,68.0,0.0,1.0,1,603
1,0,16,2016,10,44,28,0,2,2,0.0,0,0,103,3,1,0,0,0,0,0,1,0,0,3,44.0,1.0,0.0,1,603
1,1,10,2016,10,44,28,0,2,1,0.0,0,0,103,3,1,0,0,0,0,0,1,0,0,2,36.0,0.0,0.0,0,600
1,1,79,2016,10,44,28,1,2,2,0.0,0,2,47,6,3,0,0,0,3,3,0,0,0,2,98.0,0.0,0.0,0,542
1,1,42,2016,10,44,28,2,2,2,0.0,0,0,41,6,3,0,0,0,0,2,1,0,0,2,57.55,0.0,0.0,2,601
1,1,32,2016,10,44,28,2,2,2,0.0,0,0,103,5,3,0,0,0,4,4,0,0,0,2,70.0,0.0,0.0,0,571
1,1,129,2016,10,44,28,2,2,2,0.0,0,0,41,6,3,0,0,0,0,2,1,0,0,2,48.95,0.0,2.0,0,545
1,1,72,2016,10,44,28,2,4,2,1.0,0,0,10,6,3,0,0,0,4,4,2,0,0,2,84.4,0.0,2.0,0,535
1,1,69,2016,10,44,28,2,4,2,0.0,0,0,103,6,3,0,0,0,5,5,0,0,0,2,59.75,0.0,2.0,0,535
1,1,178,2016,10,44,28,2,5,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,42.56,0.0,0.0,0,503
1,1,131,2016,10,44,28,2,5,2,0.0,0,0,47,6,3,0,0,0,4,4,0,0,0,2,63.03,0.0,0.0,0,472
1,1,255,2016,10,44,28,2,5,2,0.0,0,0,103,3,1,0,0,0,0,2,1,0,0,2,41.27,0.0,0.0,0,601
1,1,208,2016,10,44,28,2,7,2,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,43.0,0.0,0.0,0,417
1,0,18,2016,10,44,29,0,1,1,0.0,0,0,103,4,1,0,0,0,0,0,0,0,0,2,36.0,1.0,0.0,1,603
1,0,18,2016,10,44,29,0,1,2,0.0,0,0,103,4,1,0,0,0,0,0,1,0,0,2,44.0,1.0,0.0,1,603
1,0,12,2016,10,44,29,0,1,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,44.0,1.0,0.0,1,603
1,1,1,2016,10,44,29,0,1,1,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,71.0,0.0,1.0,0,602
1,1,18,2016,10,44,29,0,1,1,0.0,0,0,103,4,1,0,0,0,0,0,0,0,0,2,36.0,0.0,0.0,0,601
1,1,50,2016,10,44,29,0,1,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,88.0,0.0,1.0,0,592
1,1,16,2016,10,44,29,0,1,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,38.0,0.0,1.0,0,597
1,1,18,2016,10,44,29,0,1,2,0.0,0,0,103,4,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,2,602
1,1,67,2016,10,44,29,1,1,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,76.5,0.0,3.0,0,569
1,1,39,2016,10,44,29,1,1,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,74.0,0.0,0.0,0,563
1,1,40,2016,10,44,29,2,1,2,0.0,0,2,103,6,3,0,0,0,4,4,0,0,0,2,114.73,0.0,1.0,0,580
1,1,39,2016,10,44,29,2,1,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,71.23,0.0,0.0,0,563
1,1,40,2016,10,44,29,2,1,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,85.73,0.0,1.0,0,580
1,1,112,2016,10,44,29,2,1,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,65.27,0.0,1.0,0,544
1,1,46,2016,10,44,29,2,2,2,0.0,0,2,47,6,3,0,0,0,4,4,0,0,0,2,112.0,0.0,2.0,0,599
1,1,58,2016,10,44,29,2,4,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,61.52,0.0,1.0,0,548
1,1,142,2016,10,44,29,2,5,3,1.0,0,0,47,6,3,0,0,0,7,7,0,0,0,2,103.57,0.0,0.0,0,591
1,1,101,2016,10,44,29,2,5,2,2.0,0,0,34,6,3,0,0,0,6,6,0,0,0,2,95.71,0.0,0.0,0,507
1,1,49,2016,10,44,29,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,0,2,48.86,0.0,1.0,0,564
1,1,126,2016,10,44,29,2,5,2,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,41.29,0.0,0.0,0,506
1,1,201,2016,10,44,29,2,5,2,0.0,0,0,103,5,3,0,0,0,3,3,0,0,0,2,42.29,0.0,0.0,0,402
1,1,96,2016,10,44,29,2,6,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,2,50.1,0.0,1.0,0,549
1,1,17,2016,10,45,30,1,0,2,0.0,0,0,103,4,1,0,0,0,0,0,0,0,0,3,63.0,0.0,0.0,0,597
1,1,2,2016,10,45,30,1,0,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,76.0,0.0,0.0,0,603
1,1,17,2016,10,45,30,1,0,2,0.0,0,0,103,4,1,0,0,0,0,0,0,0,0,3,63.0,0.0,0.0,0,600
1,1,5,2016,10,45,30,2,0,2,0.0,0,0,103,3,1,0,0,0,0,1,0,0,0,2,38.0,0.0,0.0,0,602
1,1,81,2016,10,45,30,2,1,2,0.0,0,0,17,6,3,0,0,0,0,2,0,0,0,2,44.53,0.0,0.0,2,603
1,1,19,2016,10,45,30,2,2,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,78.0,0.0,2.0,0,592
1,1,20,2016,10,45,30,2,2,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,64.1,0.0,1.0,0,586
1,1,186,2016,10,45,30,2,5,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,49.17,0.0,0.0,0,460
1,1,34,2016,10,45,30,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,0,2,58.57,0.0,0.0,0,575
1,1,89,2016,10,45,30,4,6,2,0.0,0,2,64,3,1,0,0,0,5,5,1,0,0,2,94.8,0.0,0.0,0,522
1,1,75,2016,10,45,31,1,4,2,0.0,0,2,41,6,3,0,0,0,4,4,0,0,0,2,82.8,0.0,3.0,0,562
1,1,245,2016,10,45,31,1,4,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,54.0,0.0,1.0,0,416
1,1,245,2016,10,45,31,1,4,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,48.0,0.0,1.0,0,416
1,1,192,2016,10,45,31,2,5,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,30.86,0.0,0.0,0,501
1,1,96,2016,10,45,31,2,5,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,46.8,0.0,0.0,0,517
1,1,76,2016,10,45,31,2,5,2,1.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,38.4,0.0,0.0,0,537
1,1,53,2016,10,45,31,2,5,3,1.0,0,0,59,6,3,0,0,0,7,7,0,0,0,2,93.57,0.0,0.0,0,567
1,1,214,2016,10,45,31,2,5,3,0.0,0,0,103,5,3,0,0,0,0,0,1,0,0,2,80.57,0.0,1.0,0,548
1,1,87,2016,10,45,31,2,5,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,38.03,0.0,0.0,0,590
1,1,70,2016,10,45,31,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,0,3,37.8,0.0,2.0,0,537
1,1,214,2016,10,45,31,2,5,2,0.0,1,0,103,5,3,0,0,0,0,0,0,0,0,2,32.23,0.0,1.0,0,514
1,1,1,2016,9,45,1,0,1,1,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,75.0,0.0,0.0,2,605
1,1,378,2016,9,45,1,0,2,2,0.0,0,0,103,4,3,0,0,0,0,0,0,1,0,2,46.0,0.0,0.0,0,591
1,1,378,2016,9,45,1,0,2,2,0.0,0,0,103,4,3,0,0,0,0,0,0,1,0,2,46.0,0.0,0.0,0,370
1,1,22,2016,9,45,1,0,2,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,63.0,0.0,2.0,0,588
1,1,378,2016,9,45,1,0,2,2,0.0,0,0,103,4,3,0,0,0,0,2,1,1,0,2,46.0,0.0,0.0,0,591
1,1,58,2016,9,45,1,2,5,2,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,567
1,1,46,2016,9,45,1,2,5,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,575
1,1,113,2016,9,45,2,0,2,2,0.0,0,0,20,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,573
1,1,113,2016,9,45,2,0,2,1,0.0,0,0,20,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,573
1,1,42,2016,9,45,2,0,3,2,0.0,0,0,47,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,2.0,0,574
1,1,37,2016,9,45,2,1,4,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,578
1,1,27,2016,9,45,2,2,5,2,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,580
1,1,49,2016,9,45,2,2,5,2,0.0,0,0,103,3,1,0,0,0,3,3,0,0,0,2,42.1,0.0,0.0,0,557
1,1,20,2016,9,45,2,2,5,1,0.0,0,2,46,6,3,0,0,0,4,4,0,0,0,2,95.91,0.0,0.0,0,586
1,1,292,2016,9,45,3,0,1,2,0.0,0,0,103,4,3,0,0,0,0,0,0,0,0,3,38.0,0.0,0.0,0,544
1,1,13,2016,9,45,3,0,1,2,0.0,0,0,103,4,3,0,0,0,0,0,0,0,0,3,38.0,0.0,0.0,0,594
1,1,292,2016,9,45,3,0,1,2,0.0,0,0,103,4,3,0,0,0,0,0,0,0,0,3,38.0,0.0,0.0,0,594
1,1,44,2016,9,45,3,1,3,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,1.0,0,567
1,1,70,2016,9,45,3,2,3,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,3.0,0,567
1,1,192,2016,9,45,3,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,2,0,0,2,37.8,0.0,0.0,0,479
1,1,66,2016,9,45,3,2,8,2,0.0,0,2,103,6,3,0,0,0,3,3,0,0,0,2,73.8,0.0,2.0,0,544
1,1,0,2016,9,45,4,0,1,2,0.0,0,0,103,3,1,0,0,0,0,2,0,0,0,2,70.0,0.0,0.0,0,608
1,1,57,2016,9,45,4,0,1,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,578
1,1,64,2016,9,45,4,0,2,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,64.8,0.0,1.0,0,545
1,1,46,2016,9,45,4,0,2,2,0.0,0,2,41,6,3,0,0,0,0,0,0,0,0,2,64.8,0.0,1.0,0,583
1,1,22,2016,9,45,4,0,2,2,0.0,0,0,47,6,3,0,0,0,3,3,0,0,0,2,86.0,0.0,2.0,0,587
1,1,26,2016,9,45,4,1,2,2,0.0,0,2,47,6,3,0,0,0,3,3,0,0,0,2,84.6,0.0,0.0,0,582
1,1,24,2016,9,45,4,1,2,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,54.98,0.0,0.0,0,584
1,1,84,2016,9,45,5,0,1,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,54.0,0.0,0.0,0,592
1,1,201,2016,9,45,5,1,1,2,0.0,0,0,17,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,408
1,1,42,2016,9,45,5,1,1,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,584
1,1,46,2016,9,45,5,1,1,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,567
1,1,23,2016,9,45,5,1,1,2,0.0,0,0,103,1,1,0,0,0,0,3,1,0,0,2,0.0,0.0,0.0,0,608
1,1,33,2016,9,45,5,1,1,2,0.0,0,0,103,6,3,0,0,0,3,3,1,0,0,2,54.0,0.0,1.0,0,586
1,1,211,2016,9,45,5,2,1,2,0.0,0,0,103,4,3,0,0,0,0,0,0,1,0,2,30.0,0.0,0.0,0,499
1,1,99,2016,9,45,5,2,1,2,0.0,0,0,46,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,0.0,0,511
1,1,201,2016,9,45,5,2,1,2,0.0,0,0,103,4,3,0,0,0,0,0,0,1,0,2,30.0,0.0,0.0,0,499
1,1,99,2016,9,45,5,2,1,2,0.0,0,0,47,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,1.0,0,540
1,1,44,2016,9,45,5,2,5,2,0.0,0,2,47,6,3,0,0,0,4,4,0,0,0,2,82.8,0.0,1.0,0,566
1,1,75,2016,9,45,5,2,5,2,0.0,0,2,103,6,3,0,0,0,4,4,0,0,0,2,82.8,0.0,1.0,0,570
1,1,44,2016,9,45,5,2,5,2,0.0,0,2,47,6,3,0,0,0,3,3,0,0,0,2,73.8,0.0,0.0,0,565
1,1,47,2016,9,45,5,2,5,2,0.0,0,0,103,3,1,0,0,0,5,5,0,0,0,2,88.96,0.0,0.0,0,563
1,1,13,2016,9,46,6,1,0,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,43.2,0.0,0.0,0,600
1,1,36,2016,9,46,6,2,0,2,0.0,0,0,117,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,2.0,0,598
1,1,33,2016,9,46,6,2,3,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,589
1,1,67,2016,9,46,6,2,4,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,564
1,1,224,2016,9,46,6,2,5,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,35.1,0.0,0.0,0,457
1,1,98,2016,9,46,6,3,5,2,0.0,0,0,92,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,1.0,0,575
1,1,44,2016,9,46,6,2,5,2,0.0,0,0,92,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,567
1,1,0,2016,9,46,7,1,0,1,0.0,0,0,103,3,1,0,0,0,4,4,0,0,0,3,85.0,0.0,0.0,0,611
1,1,28,2016,9,46,7,1,0,2,0.0,0,0,92,6,3,0,0,0,0,0,0,0,0,2,42.0,0.0,1.0,2,611
1,1,157,2016,9,46,7,1,2,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,0,2,55.13,0.0,2.0,0,600
1,1,25,2016,9,46,7,1,4,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,40.66,0.0,1.0,0,587
1,1,21,2016,9,46,7,1,4,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,33.26,0.0,0.0,0,607
1,1,32,2016,9,46,7,1,5,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,51.84,0.0,0.0,0,583
1,1,194,2016,9,46,7,2,5,2,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,26.93,0.0,0.0,0,583
1,1,20,2016,9,46,8,0,3,1,0.0,0,0,103,3,1,0,0,0,2,2,0,0,0,2,67.5,0.0,0.0,0,592
1,1,38,2016,9,46,8,0,3,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,46.8,0.0,0.0,0,574
1,1,38,2016,9,46,8,0,3,1,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,46.8,0.0,0.0,0,574
1,1,75,2016,9,46,8,0,3,2,0.0,0,0,46,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,602
1,1,43,2016,9,46,8,0,4,2,0.0,0,0,78,6,3,0,0,0,3,3,0,0,0,3,46.8,0.0,2.0,0,587
1,1,32,2016,9,46,8,1,5,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,581
1,1,245,2016,9,46,8,2,5,2,0.0,0,2,46,6,3,0,0,0,3,3,0,0,0,2,96.0,0.0,2.0,0,599
1,1,93,2016,9,46,8,4,11,2,0.0,0,2,34,6,3,0,0,0,3,3,0,0,0,2,73.8,0.0,1.0,0,573
1,1,2,2016,9,46,9,0,1,1,0.0,0,0,103,2,0,0,0,0,0,0,0,0,0,2,30.0,0.0,0.0,0,611
1,1,86,2016,9,46,9,2,4,2,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,527
1,1,105,2016,9,46,10,0,1,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,55.8,0.0,0.0,0,577
1,1,61,2016,9,46,10,0,3,3,0.0,0,0,103,6,3,0,0,0,6,6,0,0,0,2,73.8,0.0,0.0,0,553
1,1,37,2016,9,46,10,0,3,2,0.0,0,2,47,6,3,0,0,0,0,0,0,0,0,2,64.8,0.0,1.0,0,598
1,1,37,2016,9,46,10,0,3,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,598
1,1,74,2016,9,46,10,0,3,2,2.0,0,0,103,6,3,0,0,0,6,6,0,0,0,2,82.0,0.0,1.0,0,589
1,1,135,2016,9,46,10,2,3,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,543
1,1,150,2016,9,46,10,2,3,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,30.24,0.0,0.0,0,503
1,1,37,2016,9,46,10,1,3,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,599
1,1,19,2016,9,46,10,2,5,2,0.0,0,4,103,5,3,0,0,0,0,0,1,0,0,2,66.0,0.0,0.0,2,614
1,1,33,2016,9,46,11,0,2,1,0.0,0,0,47,6,3,0,0,0,0,2,1,0,0,2,37.8,0.0,1.0,0,608
1,1,33,2016,9,46,11,0,2,1,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,583
1,1,33,2016,9,46,11,0,2,1,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,0.0,0,582
1,1,53,2016,9,46,11,0,2,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,46.8,0.0,2.0,0,579
1,1,39,2016,9,46,11,0,2,2,0.0,0,2,41,6,3,0,0,0,3,3,0,0,0,2,73.8,0.0,1.0,0,590
1,1,31,2016,9,46,11,1,2,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,50.4,0.0,2.0,0,598
1,1,58,2016,9,46,11,2,2,2,0.0,0,0,20,6,3,0,0,0,0,0,2,0,0,2,37.8,0.0,1.0,0,586
1,1,100,2016,9,46,11,2,2,2,0.0,0,0,64,6,3,0,0,0,0,2,1,0,0,2,37.8,0.0,3.0,0,592
1,1,85,2016,9,46,11,2,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,2.0,0,530
1,1,53,2016,9,46,11,2,3,1,0.0,0,0,17,6,3,0,0,0,0,0,0,0,0,2,37.8,0.0,1.0,0,565
1,1,53,2016,9,46,11,2,4,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,49.9,0.0,1.0,0,584
1,1,122,2016,9,46,11,2,6,2,0.0,0,0,47,6,3,0,0,0,0,2,4,0,0,2,37.8,0.0,3.0,0,601
1,1,59,2016,9,46,12,0,1,3,1.0,0,0,41,6,3,0,0,0,7,7,0,0,0,2,87.0,0.0,0.0,0,564
